ID Imagem,ID Folha,Perimetro,Contraste,Homogeneidade,Correlacao
Teste03.png,Teste03-27.png,1468,302.8425639429503,0.12865415475286937,0.749884972290897
Teste03.png,Teste03-28.png,1468,302.8425639429503,0.12865415475286937,0.749884972290897
Teste03.png,Teste03-29.png,2027,57.25005991714315,0.2580937904072844,0.9519370374622876
Teste03.png,Teste03-30.png,2027,57.25005991714315,0.2580937904072844,0.9519370374622876
Teste03.png,Teste03-31.png,2027,57.25005991714315,0.2580937904072844,0.9519370374622876
Teste03.png,Teste03-32.png,1639,115.88899485741,0.2064441389161769,0.9198586637869016
Teste03.png,Teste03-33.png,1690,141.6424924809131,0.13766998783745518,0.91944450722596
Teste03.png,Teste03-34.png,1690,141.6424924809131,0.13766998783745518,0.91944450722596
Teste03.png,Teste03-35.png,1468,302.8425639429503,0.12865415475286937,0.749884972290897
Teste03.png,Teste03-36.png,1468,302.8425639429503,0.12865415475286937,0.749884972290897
Teste03.png,Teste03-37.png,1468,302.8425639429503,0.12865415475286937,0.749884972290897
Teste03.png,Teste03-38.png,1639,115.88899485741,0.2064441389161769,0.9198586637869016
Teste03.png,Teste03-39.png,1690,141.6424924809131,0.13766998783745518,0.91944450722596
Teste03.png,Teste03-40.png,1463,302.4507814793073,0.12878802076541587,0.7461993545105527
Teste03.png,Teste03-41.png,2027,57.25005991714315,0.2580937904072844,0.9519370374622876
Teste03.png,Teste03-42.png,2027,57.25005991714315,0.2580937904072844,0.9519370374622876
Teste03.png,Teste03-43.png,2027,57.25005991714315,0.2580937904072844,0.9519370374622876
Teste03.png,Teste03-44.png,1639,115.88899485741,0.2064441389161769,0.9198586637869016
Teste03.png,Teste03-45.png,2027,57.25005991714315,0.2580937904072844,0.9519370374622876
Teste03.png,Teste03-46.png,1800,44.21844186180091,0.4629379508756898,0.9401639153160659
Teste03.png,Teste03-47.png,2027,57.25005991714315,0.2580937904072844,0.9519370374622876
Teste03.png,Teste03-48.png,2027,57.25005991714315,0.2580937904072844,0.9519370374622876
Teste03.png,Teste03-49.png,1690,141.6424924809131,0.13766998783745518,0.91944450722596
Teste03.png,Teste03-50.png,1690,141.6424924809131,0.13766998783745518,0.91944450722596
Teste03.png,Teste03-51.png,2015,63.55366739536367,0.258904020071682,0.9514292571610992
Teste03.png,Teste03-52.png,2027,57.25005991714315,0.2580937904072844,0.9519370374622876
Teste03.png,Teste03-53.png,1690,141.6424924809131,0.13766998783745518,0.91944450722596
Teste04.png,Teste04-1.png,5127,401.64173220467865,0.2952966599010111,0.8956469777156415
Teste04.png,Teste04-2.png,5410,277.64076125007955,0.2792254379918198,0.9293792982153266
Teste04.png,Teste04-3.png,2044,72.49174400728805,0.26981566022522685,0.944039521971402
Teste04.png,Teste04-4.png,2207,88.24923046855915,0.2514420750754576,0.9026787396405778
Teste04.png,Teste04-5.png,1329,113.3825934368103,0.17808016582075292,0.9286982890940816
Teste04.png,Teste04-6.png,1685,118.58127705213161,0.15459566995283244,0.9371741162921648
Teste04.png,Teste04-7.png,1712,142.5661514659477,0.14231840533617782,0.9250357349979488
Teste04.png,Teste04-8.png,1794,63.88886543089979,0.21238172819097945,0.9591351450795067
Teste04.png,Teste04-9.png,1788,40.092701291598566,0.40477956783486574,0.9523182904060885
Teste04.png,Teste04-10.png,1425,64.29126055880442,0.20455105991056283,0.9620211913882848
Teste04.png,Teste04-11.png,1953,54.079850653262156,0.19197651809667657,0.9659517447046452
Teste04.png,Teste04-12.png,4199,425.71981671430973,0.23463783244062106,0.8848708217049193
Teste04.png,Teste04-13.png,3975,34.36144478298432,0.3590308235973736,0.964102534431674
Teste04.png,Teste04-14.png,1744,40.3243879472693,0.41356794611270115,0.9515839772708203
Teste04.png,Teste04-15.png,2069,71.29605630274112,0.265719090172523,0.9449154126968796
Teste04.png,Teste04-16.png,1602,74.89532016266367,0.2314947016078952,0.9537286543717592
Teste04.png,Teste04-17.png,2221,42.71654076689383,0.21545263549611962,0.973397925819557
Teste04.png,Teste04-18.png,4752,384.72887309561736,0.2550219728450544,0.8976802808961614
Teste04.png,Teste04-19.png,1784,52.69045588216572,0.4344074478589168,0.9354104848859013
Teste04.png,Teste04-20.png,1590,81.43912339173664,0.22926019994599323,0.9492738976563017
Teste04.png,Teste04-21.png,2068,57.8237607197528,0.2852963089376158,0.9567680960998856
Teste04.png,Teste04-22.png,2206,87.36625583907053,0.2485506210979235,0.9010180378611266
Teste04.png,Teste04-23.png,1866,63.93061955965182,0.25080533778079767,0.9610417310822726
Teste05.png,Teste05-1.png,2630,44.14747309687917,0.30705832481202194,0.967084055874154
Teste05.png,Teste05-2.png,2150,51.19895287958115,0.2744548281504622,0.9692471185130355
Teste05.png,Teste05-3.png,1763,44.12139118045529,0.4163567758935874,0.9476884944750936
Teste05.png,Teste05-4.png,1606,75.90198358794962,0.23086325036398608,0.9534245669648131
Teste05.png,Teste05-5.png,1548,75.20411600394348,0.1781102545470416,0.9519056821686481
Teste05.png,Teste05-6.png,1951,52.27704249850723,0.20200421366690974,0.9671712572724812
Teste05.png,Teste05-7.png,2097,53.392688850600955,0.18596873791211835,0.9670037023024842
Teste05.png,Teste05-8.png,2588,33.56311612851711,0.24638869383749148,0.9792265393018268
Teste05.png,Teste05-9.png,2057,72.44851124395105,0.27057773631129634,0.9444042940734922
Teste05.png,Teste05-10.png,2174,28.67935530559402,0.4559811748005765,0.9666074394030894
Teste05.png,Teste05-11.png,1636,66.33827114543593,0.244729129756549,0.9590658745586244
Teste05.png,Teste05-12.png,2084,53.8681635809678,0.18480215593699204,0.9665552657771534
Teste05.png,Teste05-13.png,1300,95.09438831349868,0.15836346054791375,0.9380050098301952
Teste05.png,Teste05-14.png,2072,63.888268922685285,0.258349425910247,0.9612748590388475
Teste05.png,Teste05-15.png,1613,115.89978837064038,0.21134516021664834,0.9254134328280532
Teste05.png,Teste05-16.png,2026,58.47640943053714,0.2762788589192638,0.9563159873396053
Teste05.png,Teste05-17.png,1800,44.21844186180091,0.4629379508756898,0.9401639153160659
Teste05.png,Teste05-18.png,1775,37.5416033229227,0.4089682654282284,0.9551385684966415
Teste06.png,Teste06-1.png,3538,41.56370533869442,0.24624128100039824,0.9785808371853028
Teste06.png,Teste06-2.png,3126,88.00639576070729,0.23904599506106233,0.94415526874184
